"peak","3h-Mon-Rep1","3h-Mon-Rep2","3h-Mon-Rep3","6h-Mon-Rep1","6h-Mon-Rep2","6h-Mon-Rep3","12h-Mon-Rep1","12h-Mon-Rep2","12h-Mon-Rep3"
"chr14_95157290_95158245",13,44,32,17,22,17,16,7,43
"chr14_95313821_95314320",9,16,16,17,11,17,19,2,20
"chr14_95534471_95535199",33,115,109,65,64,98,77,16,115
"chr14_96391706_96392249",8,48,32,9,18,36,22,5,49
"chr14_96501798_96502937",9,65,46,23,29,47,32,10,39
"chr14_96796953_96797597",10,51,32,17,16,27,17,8,33
"chr14_97077416_97077586",4,18,12,8,7,7,3,3,11
"chr14_99480766_99481631",39,181,150,60,105,108,97,21,132
"chr14_99683668_99684345",13,44,34,26,29,30,22,10,47
"chr14_100076016_100076660",4,19,8,11,12,8,7,3,14
"chr14_100192587_100193397",17,63,61,17,37,43,25,9,53
"chr14_100238504_100239113",14,66,39,25,37,45,32,10,61
"chr14_100341336_100341957",11,16,11,10,6,12,7,2,17
"chr14_100376029_100376747",8,48,35,17,35,22,15,10,47
"chr14_101760316_101760893",4,33,25,14,23,15,20,3,36
"chr14_101760992_101761786",8,26,25,11,28,14,12,1,19
"chr14_101947887_101948550",14,65,65,20,39,55,33,14,66
"chr14_102086796_102087802",21,76,49,22,82,54,40,16,60
"chr14_102139400_102140136",12,59,35,30,49,25,32,10,45
"chr14_102362611_102363247",4,18,13,10,9,14,13,3,18
"chr14_102509617_102510116",8,19,17,3,7,12,5,3,18
"chr14_102524471_102525142",10,44,32,17,15,23,22,3,36
"chr14_102591819_102592768",13,43,43,24,33,35,20,10,34
"chr14_103119027_103119585",5,14,13,15,9,18,17,8,20
"chr14_103121902_103122531",7,31,26,11,12,18,12,7,22
"chr14_103333788_103334405",19,54,44,20,49,24,28,6,47
"chr14_103384998_103385681",16,50,21,24,23,34,18,6,37
"chr14_103715290_103715928",16,73,73,45,62,70,47,21,83
"chr14_103921264_103921877",8,33,18,11,16,26,16,4,19
"chr14_104677547_104678486",9,30,21,19,15,23,18,3,10
"chr14_104752383_104753310",27,140,111,56,85,92,65,19,108
"chr14_104815914_104816664",8,45,25,15,13,13,14,4,21
"chr14_105020855_105021700",15,53,44,17,42,46,24,10,48
"chr14_105201425_105202254",7,44,15,6,11,9,10,7,18
"chr14_105300791_105301751",18,70,50,29,42,44,44,7,43
"chr14_105480720_105481354",12,20,8,7,6,12,3,0,8
"chr14_105490619_105491410",42,142,113,59,77,90,63,11,115
"chr15_20645805_20646409",7,25,22,8,14,21,18,6,27
"chr15_22262414_22263051",7,28,15,15,15,19,20,6,38
"chr15_22838268_22838961",28,81,90,36,58,60,52,10,88
"chr15_23565349_23566163",19,67,43,12,25,42,21,10,55
"chr15_24772931_24773494",4,35,31,11,20,26,15,2,28
"chr15_25438332_25439510",19,117,61,21,39,50,34,13,83
"chr15_26082056_26082880",18,123,87,22,37,64,44,18,68
"chr15_27820037_27820666",15,31,35,12,21,31,32,6,49
"chr15_31326136_31326883",16,52,48,12,39,31,17,9,45
"chr15_34101648_34102267",12,42,35,23,30,29,19,9,61
"chr15_34209846_34210380",6,30,35,19,15,31,16,4,31
"chr15_34337619_34338371",9,59,42,13,28,31,23,11,42
"chr15_34367070_34368020",12,56,29,16,16,28,22,6,36
"chr15_34969519_34970128",13,69,63,24,25,54,37,16,70
"chr15_34987966_34988589",9,31,29,24,24,15,14,4,32
"chr15_35023815_35024314",9,26,9,10,3,21,10,1,24
"chr15_35545513_35546822",27,84,65,27,42,63,28,11,72
"chr15_36579279_36580107",20,82,66,12,31,54,43,5,62
"chr15_36670901_36671500",4,14,10,3,8,11,7,5,16
"chr15_36758629_36759266",5,31,19,8,8,18,12,6,38
"chr15_38130599_38131573",15,44,35,16,17,33,28,11,41
"chr15_38251695_38252282",8,41,19,8,11,25,11,4,29
"chr15_38453818_38454588",12,35,27,15,16,32,21,5,29
"chr15_39326912_39327503",8,32,26,10,12,19,14,3,29
"chr15_39426881_39427694",14,29,20,13,18,24,13,4,31
"chr15_39782270_39783104",11,59,42,15,27,55,24,3,49
"chr15_39933728_39934588",14,32,34,13,17,28,12,4,42
"chr15_40038969_40039485",3,16,18,10,13,17,7,4,13
"chr15_40108717_40109401",4,36,39,12,15,21,23,12,32
"chr15_40323114_40323849",5,39,24,22,23,20,17,4,34
"chr15_40440576_40441147",7,26,22,13,15,14,11,4,13
"chr15_40564757_40565351",10,49,21,9,12,27,16,4,24
"chr15_40593732_40594568",15,23,18,9,15,14,16,4,25
"chr15_40694521_40695360",10,38,17,14,12,25,20,2,28
"chr15_40755015_40755608",6,36,17,12,24,22,11,5,18
"chr15_40806997_40807862",13,62,40,15,34,32,27,6,47
"chr15_40894026_40895086",7,38,17,14,24,24,23,2,30
"chr15_40902438_40903154",14,45,32,23,23,28,20,5,25
"chr15_40952751_40953582",12,38,28,11,25,26,11,3,31
"chr15_41115619_41116775",16,48,43,18,28,26,24,13,33
"chr15_41230549_41231454",8,64,29,23,28,28,30,9,38
"chr15_41283689_41284193",6,33,19,11,11,22,15,4,24
"chr15_41332303_41333036",19,77,51,40,42,30,29,11,71
"chr15_41416389_41417542",11,53,30,18,38,18,16,5,28
"chr15_41773975_41774798",27,112,64,37,43,75,50,21,88
"chr15_41827705_41828458",6,32,9,11,24,12,15,4,16
"chr15_41972352_41972997",11,43,29,23,21,28,24,8,37
"chr15_42272865_42273804",13,45,32,15,21,16,20,6,27
"chr15_42495293_42495971",9,12,13,16,11,8,7,3,18
"chr15_42575173_42575836",9,53,33,25,29,30,23,8,36
"chr15_42920522_42921291",14,60,50,32,40,50,38,5,62
"chr15_43185057_43185728",14,32,20,17,12,18,6,4,19
"chr15_43249600_43250120",4,18,16,13,13,15,9,5,22
"chr15_43330095_43330843",8,15,22,14,18,8,13,5,15
"chr15_43510573_43511269",11,51,30,25,26,28,23,6,42
"chr15_43590084_43590631",8,43,43,22,23,24,19,4,36
"chr15_43689776_43690435",15,53,32,15,14,25,20,5,44
"chr15_43791878_43792523",9,61,43,23,31,39,31,10,48
"chr15_44288406_44289178",9,32,27,12,23,26,14,4,27
"chr15_44426786_44427883",18,69,49,28,43,58,35,15,58
"chr15_44536383_44537342",19,82,44,32,30,50,18,4,66
"chr15_44662918_44664093",17,70,67,39,32,51,32,10,69
"chr15_44711086_44711703",8,27,14,6,10,11,10,2,16
"chr15_44728500_44729256",6,22,23,12,10,15,13,4,28
"chr15_45048607_45049143",2,38,30,20,20,31,24,4,38
"chr15_45198454_45199278",15,44,41,23,17,34,28,4,42
"chr15_45279013_45279656",19,60,53,31,39,60,43,15,82
"chr15_45401995_45402666",10,38,37,19,26,34,25,12,54
"chr15_45586951_45587849",18,74,62,32,37,48,31,8,85
"chr15_45634449_45635571",21,78,49,38,22,58,26,13,53
"chr15_45637474_45638073",7,32,17,9,6,19,11,9,34
"chr15_45641218_45641901",5,29,23,11,10,24,27,8,52
"chr15_45868925_45869499",16,69,43,14,23,49,27,4,55
"chr15_47504477_47505356",11,62,41,22,25,30,30,7,53
"chr15_47523520_47524179",9,38,16,7,8,24,15,6,28
"chr15_48330780_48332202",18,118,78,32,41,62,41,17,90
"chr15_48617510_48618093",4,6,6,5,6,10,10,7,23
"chr15_48810847_48811469",32,105,89,47,50,84,69,16,122
"chr15_48877714_48878453",12,52,33,20,30,40,20,13,41
"chr15_49046224_49046879",10,40,29,9,20,32,13,4,47
"chr15_49155333_49156032",11,42,35,23,29,38,25,8,57
"chr15_49169812_49170470",14,50,22,21,18,22,19,9,41
"chr15_49620578_49621258",14,75,69,27,39,57,33,22,104
"chr15_50107469_50108029",5,15,17,6,6,14,12,5,22
"chr15_50134442_50135132",10,21,19,10,15,26,16,5,33
"chr15_50423953_50424608",11,60,26,23,29,34,22,11,54
"chr15_50686407_50687159",13,45,12,12,10,7,11,6,25
"chr15_50765066_50766005",11,39,25,17,30,24,17,4,43
"chr15_50908407_50908975",11,28,12,8,10,17,11,3,24
"chr15_51622406_51623332",11,44,28,20,29,15,14,9,38
"chr15_51731722_51732309",12,33,17,11,9,13,12,1,30
"chr15_51829423_51830002",12,40,22,9,18,22,8,1,22
"chr15_51971519_51972104",8,23,18,14,20,21,19,9,30
"chr15_52018854_52019514",9,32,28,12,21,23,10,5,27
"chr15_52137538_52138159",7,40,33,18,11,31,16,6,47
"chr15_52246707_52247477",11,46,29,19,15,34,21,7,48
"chr15_52437907_52438477",7,18,21,12,10,17,18,6,42
"chr15_52528428_52529104",5,26,23,14,9,21,5,4,23
"chr15_52568603_52569489",19,48,49,17,16,39,24,6,63
"chr15_52679107_52679775",10,44,34,12,12,33,11,6,30
"chr15_54681560_54682090",8,24,18,8,12,14,12,5,30
"chr15_54802999_54803924",14,57,49,17,25,35,20,6,46
"chr15_55196450_55197374",27,97,82,34,42,53,64,10,92
"chr15_55220946_55221738",16,56,42,20,24,44,38,6,72
"chr15_55224704_55225398",14,61,47,18,31,59,27,13,71
"chr15_55250305_55250914",9,46,28,11,18,22,24,8,55
"chr15_55267565_55268151",12,26,15,7,12,21,15,4,25
"chr15_55289556_55290395",8,32,23,12,17,23,9,2,34
"chr15_55318925_55319498",9,42,32,14,14,40,14,8,27
"chr15_55403441_55403992",5,17,18,5,9,23,14,7,24
"chr15_55407848_55408715",21,102,95,41,44,63,50,14,83
"chr15_55942162_55942716",5,20,12,11,11,14,16,2,34
"chr15_56327460_56328220",12,43,38,18,15,27,23,8,41
"chr15_56365098_56365653",7,21,23,10,12,15,6,2,18
"chr15_56464896_56465433",9,40,36,27,19,36,19,11,38
"chr15_56886864_56887659",16,33,29,15,14,34,20,5,32
"chr15_56918113_56918800",9,30,25,13,22,29,14,2,41
"chr15_58331470_58332570",19,58,24,12,20,30,19,12,42
"chr15_58749449_58750279",7,66,40,35,42,51,34,10,47
"chr15_58770783_58771517",11,59,59,18,36,37,25,12,49
"chr15_58933072_58934212",14,58,39,21,36,36,24,9,58
"chr15_58987346_58987875",3,19,13,7,13,7,14,3,14
"chr15_59104764_59105420",9,29,23,16,12,18,12,3,32
"chr15_59657182_59657842",7,32,25,18,15,22,16,6,27
"chr15_59689070_59689764",2,42,39,17,27,31,12,10,32
"chr15_59976406_59977008",7,17,20,11,15,18,6,9,34
"chr15_60478801_60479455",13,42,17,12,21,25,17,5,41
"chr15_62060177_62060889",13,37,22,8,21,18,8,3,29
"chr15_63047814_63048549",11,28,15,7,12,13,5,1,24
"chr15_63503050_63503738",10,26,22,12,16,19,13,8,25
"chr15_63504112_63504777",10,26,27,9,15,22,16,5,18
"chr15_63600539_63601363",14,28,23,9,20,17,13,1,28
"chr15_64093594_64094244",19,38,34,13,27,27,13,9,41
"chr15_64162921_64163723",17,63,58,32,40,58,24,9,45
"chr15_64355955_64356526",4,32,22,16,17,17,16,4,24
"chr15_64381245_64381861",12,40,16,19,15,15,9,6,27
"chr15_64825435_64826059",15,26,19,12,21,14,18,4,19
"chr15_64841148_64841988",8,39,25,27,22,31,21,10,28
"chr15_64893726_64894430",16,34,32,26,13,31,23,6,40
"chr15_64989435_64990237",4,36,28,14,19,23,26,1,34
"chr15_65184983_65185829",12,43,30,14,23,22,15,2,36
"chr15_65286641_65287336",9,18,18,11,13,9,13,4,14
"chr15_65517086_65518054",15,41,34,13,20,19,9,4,27
"chr15_65610924_65611561",12,34,29,21,18,15,16,6,22
"chr15_65791969_65792640",17,60,62,18,56,35,34,11,57
"chr15_65869137_65869798",13,32,24,13,22,18,16,6,21
"chr15_66386462_66387018",6,44,28,17,9,22,16,5,30
"chr15_66497371_66498199",8,28,18,22,24,18,14,7,19
"chr15_66908102_66908686",5,31,10,12,10,14,13,5,22
"chr15_67254193_67255060",10,42,32,23,19,28,13,7,36
"chr15_67839998_67840559",4,28,22,15,17,18,10,4,22
"chr15_68054010_68054594",6,26,24,16,26,17,14,1,25
"chr15_69160237_69160788",7,31,24,15,11,12,16,3,28
"chr15_69452498_69453039",3,16,19,12,13,6,11,5,19
"chr15_70099436_70099994",9,35,24,10,19,18,13,2,34
"chr15_70266335_70267217",9,44,26,11,17,19,15,10,27
"chr15_70462888_70463533",11,57,30,30,21,21,14,12,49
"chr15_70486347_70486915",8,42,21,16,10,21,13,5,33
"chr15_70763134_70763890",8,29,13,9,14,11,10,3,17
"chr15_72117366_72118762",18,94,75,32,93,53,43,12,81
"chr15_72230931_72231636",8,47,28,14,20,25,21,4,21
"chr15_72272406_72273151",15,83,58,32,40,46,33,9,59
"chr15_72473497_72474562",13,40,30,24,22,27,20,6,35
"chr15_72783196_72784421",20,58,39,26,45,34,29,6,33
"chr15_73633155_73633767",8,25,16,8,9,18,12,6,28
"chr15_74540686_74541313",11,29,17,10,13,14,13,4,22
"chr15_74787344_74788190",14,44,22,17,16,23,8,8,28
"chr15_74843024_74843600",6,24,7,12,14,14,4,1,12
"chr15_74872824_74873579",7,33,35,16,27,18,20,8,36
"chr15_74937613_74938516",11,47,26,13,23,16,14,3,22
"chr15_75042783_75043594",15,65,34,17,22,35,19,6,36
"chr15_75201677_75202606",11,39,27,19,32,18,9,4,19
"chr15_75367729_75368976",12,75,43,37,24,33,21,8,37
"chr15_75451535_75452333",35,109,86,62,77,86,70,19,83
"chr15_75453813_75454667",25,96,88,47,80,70,66,21,77
"chr15_75639723_75640594",13,60,28,15,33,27,26,3,32
"chr15_75903554_75904154",5,32,18,11,13,8,6,3,17
"chr15_76311202_76311742",9,20,18,5,2,19,9,4,20
"chr15_76336193_76336978",7,21,15,16,18,13,16,7,30
"chr15_76931372_76931982",9,41,25,10,27,28,13,6,23
"chr15_77420105_77420640",5,29,26,17,17,19,12,3,38
"chr15_78148923_78149606",10,37,21,12,18,20,19,7,34
"chr15_78872615_78873457",13,20,23,13,17,18,17,2,26
"chr15_79923420_79924189",15,36,37,16,33,35,24,10,46
"chr15_80059171_80059915",19,50,43,12,38,41,33,6,41
"chr15_80989343_80990126",11,29,23,16,24,27,19,5,32
"chr15_81000583_81001248",9,22,8,10,12,11,8,2,14
"chr15_81323948_81324614",20,39,34,24,15,22,27,10,38
"chr15_82018054_82018733",18,61,43,16,25,47,15,11,52
"chr15_82045924_82047510",21,106,85,28,47,74,41,17,83
"chr15_82261794_82263042",19,48,42,16,25,40,19,4,29
"chr15_82809271_82809836",7,42,24,21,14,23,14,4,28
"chr15_83066966_83067701",8,37,22,8,17,19,10,7,35
"chr15_83108459_83109095",12,41,33,25,21,26,18,15,41
"chr15_84600635_84601263",6,41,31,9,26,28,15,6,35
"chr15_84631078_84631659",7,28,18,10,18,24,10,1,24
"chr15_84633511_84634132",12,22,25,9,11,17,13,0,26
"chr15_84653922_84654631",4,29,15,11,15,10,11,4,29
"chr15_84715913_84716789",14,44,33,24,25,31,21,4,40
"chr15_84734923_84735586",2,19,21,17,13,16,10,3,14
"chr15_84980391_84981627",25,81,50,34,41,57,30,6,47
"chr15_85380134_85380760",7,34,11,18,16,11,13,7,36
"chr15_85794619_85795261",11,38,30,18,18,32,23,7,38
"chr15_87761941_87762636",13,48,50,21,25,37,21,7,54
"chr15_88467147_88467725",7,47,27,14,15,24,9,3,26
"chr15_88546389_88547009",13,35,36,20,21,35,23,12,44
"chr15_88620987_88621549",4,23,23,14,10,21,16,4,37
"chr15_89087941_89088588",31,93,71,45,49,64,48,16,100
"chr15_89243500_89244153",3,22,20,11,11,22,8,3,22
"chr15_89334563_89335302",24,57,61,42,39,49,44,21,73
"chr15_89575017_89575665",15,65,32,24,51,29,34,12,60
"chr15_90059374_90059991",7,44,27,8,15,19,15,8,23
"chr15_90233644_90234326",19,49,35,13,35,26,23,6,36
"chr15_90265349_90265895",7,17,14,9,15,14,12,2,7
"chr15_90336668_90337249",5,21,8,11,12,10,8,6,14
"chr15_90351954_90352508",6,22,18,9,11,14,11,1,19
"chr15_90387738_90388917",17,54,39,24,37,29,29,7,48
"chr15_90716953_90717549",9,46,30,24,16,26,24,6,30
"chr15_90934940_90935519",9,21,14,12,6,8,10,5,15
"chr15_90994336_90994875",4,36,23,16,18,21,15,4,39
"chr15_92803693_92804313",11,35,19,16,15,25,15,5,43
"chr15_92808890_92809750",15,57,47,20,28,45,21,6,52
"chr15_92882132_92882842",11,72,63,29,38,51,30,14,52
"chr15_92904014_92904685",21,52,48,20,38,37,40,9,62
"chr15_94206359_94206938",4,26,28,12,11,19,8,3,23
"chr15_97501255_97501830",2,25,18,11,7,20,12,6,27
"chr15_97960168_97960865",30,142,137,50,85,95,81,34,123
"chr15_98899475_98900009",7,21,24,13,7,29,10,6,22
"chr15_99251018_99251611",10,39,48,13,33,37,22,6,47
"chr15_99733177_99733757",8,32,28,14,24,23,20,2,41
"chr15_100341802_100342425",5,45,21,15,15,15,19,11,42
"chr15_100520230_100520797",8,25,17,9,10,16,10,3,21
"chr15_100602014_100602644",22,104,79,34,45,60,57,17,86
"chr15_101137407_101138207",5,28,10,8,11,14,15,11,20
"chr15_101168124_101168795",9,15,8,6,7,12,7,7,16
"chr15_101242568_101243165",6,12,16,8,11,12,6,5,24
"chr15_101277166_101277874",9,36,25,10,15,19,12,1,28
"chr15_101294525_101295809",12,55,32,19,22,30,21,7,44
"chr15_101651968_101652711",14,41,47,16,37,34,21,7,38
"chr15_101723948_101724679",14,44,26,11,15,17,12,4,35
"chr16_53280_54277",13,74,49,21,52,36,28,14,38
"chr16_352745_353304",5,18,17,9,9,11,12,7,25
"chr16_589079_590174",25,90,57,28,60,52,38,15,54
"chr16_635975_637285",15,55,37,17,29,27,20,9,35
"chr16_970617_971275",14,25,38,28,22,37,22,4,35
"chr16_1308872_1309425",4,33,14,4,21,16,22,6,22
"chr16_1342950_1343480",9,33,21,19,20,21,11,3,21
"chr16_1420472_1421152",15,75,49,18,47,47,43,15,39
"chr16_1611814_1612443",26,63,37,34,28,32,30,17,41
"chr16_1782326_1783162",22,78,80,39,48,43,50,9,61
"chr16_1826594_1827457",11,33,16,11,15,12,14,2,21
"chr16_1943019_1943681",3,25,23,18,19,24,12,8,18
"chr16_1959173_1959812",10,25,9,14,7,12,8,6,10
"chr16_1964518_1965302",8,27,25,9,19,21,16,7,20
"chr16_2047578_2048260",12,32,28,11,25,21,10,6,16
"chr16_2155073_2155862",12,65,46,23,42,39,37,8,41
"chr16_2205180_2206182",6,59,37,22,36,20,15,7,32
"chr16_2214611_2215416",19,65,51,29,36,32,33,6,40
"chr16_2223015_2224196",14,53,44,18,30,35,23,6,26
"chr16_2251339_2252052",8,44,17,11,15,14,16,8,15
"chr16_2267671_2268905",19,76,52,31,60,47,23,4,39
"chr16_2340571_2341202",8,39,26,9,28,33,23,9,35
"chr16_2428941_2429528",9,27,26,14,19,18,13,8,21
"chr16_2459709_2460323",10,19,11,10,11,11,15,3,10
"chr16_2513159_2513911",7,25,8,3,13,7,11,3,22
"chr16_2537537_2538120",3,31,15,10,15,23,16,8,22
"chr16_2673287_2673989",4,29,18,13,15,16,11,3,24
"chr16_2751954_2753011",18,62,52,23,56,49,38,12,55
"chr16_2882398_2883374",13,61,31,26,54,45,30,9,50
"chr16_2905091_2906255",26,70,39,34,54,38,26,7,59
"chr16_2968720_2969415",10,31,18,12,24,12,6,5,20
"chr16_3003661_3004314",14,56,32,19,19,32,32,4,39
"chr16_3023666_3024585",10,50,29,16,36,16,18,6,28
"chr16_3124008_3124804",9,33,25,17,21,15,9,4,27
"chr16_3134601_3135229",7,42,23,8,18,15,22,5,31
"chr16_3234911_3235448",9,20,21,6,16,11,9,1,19
"chr16_3263969_3264795",10,62,26,19,39,34,29,12,30
"chr16_3282585_3283645",21,37,33,19,58,22,30,7,23
"chr16_3400775_3401422",12,46,34,12,40,31,22,11,50
"chr16_3611295_3612043",6,41,27,17,22,23,26,4,25
"chr16_4183464_4184209",4,29,13,13,22,20,9,2,22
"chr16_4253515_4254415",24,69,48,30,58,44,26,14,54
"chr16_4615950_4616673",12,36,35,17,26,25,19,13,43
"chr16_4693194_4693786",9,34,16,11,21,29,13,1,19
"chr16_4734106_4734690",11,34,27,13,26,21,22,4,27
"chr16_4767002_4767538",5,31,21,12,16,17,10,2,14
"chr16_4802395_4803254",14,45,43,14,22,29,14,8,41
"chr16_4846790_4847811",15,58,24,20,30,26,24,9,38
"chr16_4957756_4958659",8,27,23,20,24,17,21,6,26
"chr16_8621378_8621980",2,28,10,9,20,15,15,1,13
"chr16_8797383_8798074",6,44,30,21,44,33,24,6,29
"chr16_9091123_9091792",27,79,65,31,58,51,41,14,78
"chr16_10743466_10744349",7,46,37,15,30,33,21,6,25
"chr16_11345071_11345636",8,23,20,16,22,17,7,4,20
"chr16_11742516_11743273",16,78,52,29,49,47,37,11,72
"chr16_11797008_11797771",7,36,26,25,19,12,16,4,24
"chr16_11915738_11916473",13,60,55,17,32,34,30,9,45
"chr16_12458519_12459911",20,50,52,32,33,28,25,8,28
"chr16_12803392_12803947",8,26,26,10,12,13,15,3,17
"chr16_13919626_13920372",18,63,57,20,49,41,40,7,51
"chr16_14285202_14286166",6,35,20,8,16,10,14,2,25
"chr16_15888457_15889001",5,22,15,8,12,13,14,3,15
"chr16_18801057_18802028",23,74,61,14,36,43,43,19,62
"chr16_18926336_18926911",6,36,28,5,27,31,13,6,23
"chr16_19067297_19068132",12,49,42,12,43,30,30,3,36
"chr16_19521809_19522435",6,29,10,11,12,15,5,2,12
"chr16_19555038_19555828",13,45,25,11,14,22,15,2,28
"chr16_20741474_20742122",6,16,18,11,15,16,13,2,12
"chr16_20900066_20901051",9,59,23,14,10,22,26,9,31
"chr16_21501772_21502770",9,23,16,16,23,10,8,3,13
"chr16_21519929_21520902",18,58,39,11,44,20,20,8,28
"chr16_21599188_21599745",6,23,19,13,14,7,10,5,8
"chr16_21952752_21953378",11,26,18,13,10,13,6,3,13
"chr16_22190219_22191305",36,163,145,66,101,109,85,14,106
"chr16_22205866_22206383",9,31,10,4,14,11,5,0,17
"chr16_22297002_22298005",17,57,38,30,36,40,26,7,41
"chr16_22374461_22375015",10,31,11,14,8,10,11,2,12
"chr16_23557111_23557798",15,52,61,25,40,32,33,8,47
"chr16_23641151_23641676",7,30,16,13,14,11,19,2,20
"chr16_24539176_24539738",8,35,27,18,19,26,12,3,23
"chr16_25111291_25111975",7,44,21,20,27,22,16,2,33
"chr16_25257384_25258476",13,44,53,10,36,27,27,10,37
"chr16_27203239_27204168",15,69,54,23,42,33,29,8,71
"chr16_27549708_27550363",18,47,45,20,28,32,22,9,50
"chr16_28211780_28212402",6,25,22,12,14,19,6,2,21
"chr16_28553678_28554419",6,26,19,12,13,17,16,3,18
"chr16_28822773_28824375",10,52,38,29,37,33,17,11,38
"chr16_28845996_28846803",12,56,33,34,27,21,26,11,45
"chr16_28924587_28925509",4,33,16,14,18,14,7,4,25
"chr16_28950488_28951106",14,61,56,27,39,37,22,4,46
"chr16_29454123_29454808",23,76,54,30,38,47,31,9,60
"chr16_29612905_29614156",8,48,28,17,33,20,18,1,21
"chr16_29662533_29663539",7,42,19,18,21,22,17,7,13
"chr16_29745722_29746391",7,37,19,21,14,12,13,8,25
"chr16_29790343_29790967",11,39,29,11,30,21,22,12,21
"chr16_29805220_29806062",18,65,76,29,61,39,35,14,57
"chr16_29815743_29816589",13,45,32,13,29,28,18,11,34
"chr16_29862920_29863857",8,34,26,19,24,16,9,2,28
"chr16_29925857_29926794",7,36,21,13,20,24,17,3,26
"chr16_29973402_29974128",12,76,75,24,63,55,43,12,57
"chr16_29995832_29996425",6,34,16,7,13,16,18,5,18
"chr16_30065171_30065973",28,63,64,39,68,59,41,9,57
"chr16_30185673_30186346",6,26,18,13,19,17,13,3,14
"chr16_30193386_30194149",16,66,53,25,37,42,35,2,54
"chr16_30355130_30356113",14,37,23,15,27,30,9,2,30
"chr16_30370246_30371237",47,170,145,64,135,100,91,26,132
"chr16_30377649_30378713",14,51,29,17,38,28,23,9,38
"chr16_30417646_30418362",21,42,26,16,23,14,16,3,18
"chr16_30429801_30430481",6,45,43,11,23,26,24,6,36
"chr16_30526839_30527731",11,58,31,23,45,29,19,4,32
"chr16_30558029_30558761",11,39,31,12,14,18,16,5,22
"chr16_30634088_30634734",7,46,35,14,18,18,21,6,32
"chr16_30650301_30651222",16,63,44,17,45,35,32,6,38
"chr16_30657696_30658621",34,137,117,51,116,80,93,29,118
"chr16_30697866_30699446",26,112,98,41,94,59,46,23,74
"chr16_30747891_30748536",12,44,40,14,24,29,18,9,35
"chr16_30761639_30762595",16,60,38,19,44,36,19,6,27
"chr16_30814082_30814778",8,31,15,10,14,14,12,6,33
"chr16_30922305_30923632",49,124,101,57,90,85,82,30,122
"chr16_30956940_30958023",9,39,29,19,28,20,19,4,31
"chr16_31032957_31033862",14,46,44,23,36,34,27,9,33
"chr16_31073493_31074686",15,59,52,28,52,44,34,9,60
"chr16_31079475_31080082",12,22,16,7,7,9,11,2,16
"chr16_31094601_31095174",5,26,21,14,20,32,15,4,25
"chr16_31117259_31117935",6,31,29,9,15,28,9,2,17
"chr16_31128651_31129553",9,39,22,20,12,17,14,5,24
"chr16_31142094_31142745",5,43,44,24,32,27,26,8,50
"chr16_31179543_31180973",25,68,64,33,75,47,37,9,55
"chr16_31459052_31460160",32,137,123,56,94,75,56,19,99
"chr16_31712920_31713446",8,20,18,10,12,24,12,4,19
"chr16_35862157_35862691",2,9,4,7,7,6,6,9,22
"chr16_46388235_46388359",27,95,33,28,37,9,16,9,15
"chr16_46621146_46621670",5,21,26,13,12,14,18,7,18
"chr16_46658764_46659377",14,48,29,31,22,39,23,10,57
"chr16_46688882_46689892",27,124,105,52,84,87,53,21,108
"chr16_46830909_46831834",11,61,56,19,37,34,28,8,46
"chr16_46883653_46884509",24,70,35,32,23,48,34,13,80
"chr16_47460733_47461505",14,36,26,14,16,21,22,5,31
"chr16_50024763_50025457",12,66,26,21,27,49,21,8,50
"chr16_50152664_50153519",9,39,41,14,11,18,7,3,31
"chr16_50281840_50282541",16,71,47,26,32,41,27,5,58
"chr16_50741569_50742216",19,67,61,41,49,90,48,16,78
"chr16_53054794_53055477",11,37,22,14,6,13,14,4,21
