Chromosome/scaffold name	Gene name	Gene % GC content	Entrezgene	Gene start (bp)	Gene end (bp)	 type
15	SLC30A4	39.85	7782	45479606	45522755	protein_coding
HG926_PATCH	ZP2	44.99	7783	21141	38201	protein_coding
16	ZP2	44.99	7783	21197450	21214510	protein_coding
7	ZP3	50.47	7784	76397518	76442071	protein_coding
12	MAP3K12	52.61	7786	53479669	53500063	protein_coding
X	ZXDA	46.77	7789	57905430	57910458	protein_coding
HG708_PATCH	ZYX	57.96	7791	659	10475	protein_coding
7	ZYX	57.96	7791	143381295	143391111	protein_coding
1	LUZP1	43.28	7798	23084030	23177808	protein_coding
1	PRDM2	43.44	7799	13700188	13825079	protein_coding
HSCHR6_MHC_MANN_CTG1	DDR1	56.66	780	2191217	2210394	protein_coding
HSCHR6_MHC_DBB_CTG1	DDR1	56.61	780	2137270	2156466	protein_coding
HSCHR6_MHC_COX_CTG1	DDR1	56.63	780	2360744	2379927	protein_coding
HSCHR6_MHC_MCF_CTG1	DDR1	56.52	780	2225124	2236239	protein_coding
HSCHR6_MHC_APD_CTG1	DDR1	50.01	780	2214729	2218933	protein_coding
HSCHR6_MHC_QBL_CTG1	DDR1	56.65	780	2136143	2155326	protein_coding
6	DDR1	55.25	780	30876421	30900156	protein_coding
1	DNALI1	49.25	7802	37556919	37566857	protein_coding
6	PTP4A1	39.41	7803	63521746	63583588	protein_coding
1	LRP8	51.87	7804	53242364	53328469	protein_coding
1	LAPTM5	52.60	7805	30732469	30757774	protein_coding
16	TVP23A	48.06	780776	10760919	10818794	protein_coding
17	SNORD3D	50.23	780854	19112420	19112636	snoRNA
1	BSND	51.71	7809	54998933	55017172	protein_coding
1	CSDE1	38.28	7812	114716913	114758676	protein_coding
1	EVI5	38.19	7813	92508696	92792404	protein_coding
1	DAP3	44.89	7818	155687960	155739010	protein_coding
17	CACNB1	54.39	782	39173453	39197702	protein_coding
10	CACNB2	40.46	783	18140424	18543557	protein_coding
1	BTG2	53.33	7832	203305491	203309602	protein_coding
2	PXDN	49.90	7837	1631887	1744852	protein_coding
12	CACNB3	57.60	784	48813794	48828941	protein_coding
2	ALMS1	38.69	7840	73385758	73625166	protein_coding
2	MOGS	57.90	7841	74461057	74465410	protein_coding
2	RNF103	39.04	7844	86603398	86623866	protein_coding
12	TUBA1A	47.92	7846	49184686	49189080	protein_coding
2	PAX8	49.16	7849	113215997	113278921	protein_coding
2	CACNB4	41.47	785	151832771	152099167	protein_coding
2	IL1R2	44.63	7850	101991960	102028544	protein_coding
2	MALL	47.13	7851	110083870	110116022	protein_coding
2	CXCR4	52.33	7852	136114349	136119177	protein_coding
2	FZD5	51.48	7855	207762598	207769906	protein_coding
2	SCG2	35.85	7857	223596940	223602361	protein_coding
3	BRPF1	51.62	7862	9731729	9748019	protein_coding
3	IFRD2	59.19	7866	50287732	50292918	protein_coding
3	MAPKAPK3	53.69	7867	50611520	50649291	protein_coding
3	SEMA3B	60.71	7869	50267558	50277546	protein_coding
3	SLMAP	38.92	7871	57755450	57930003	protein_coding
3	MANF	50.89	7873	51385291	51389397	protein_coding
16	USP7	46.42	7874	8892097	8975328	protein_coding
3	RAB7A	45.18	7879	128693669	128825942	protein_coding
3	SLC25A20	47.34	788	48856926	48898904	protein_coding
3	KCNAB1	40.34	7881	156037701	156538756	protein_coding
4	SLBP	46.71	7884	1692731	1712344	protein_coding
3	CRELD1	51.65	78987	9933793	9945413	protein_coding
13	MRPL57	49.86	78988	21176658	21179084	protein_coding
2	COLEC11	51.10	78989	3594832	3644644	protein_coding
HSCHR14_7_CTG1	OTUB2	52.68	78990	1140891	1164186	protein_coding
14	OTUB2	52.76	78990	94026340	94048930	protein_coding
5	PCYOX1L	50.10	78991	149358037	149369653	protein_coding
19	YIPF2	58.80	78992	10922185	10928681	protein_coding
16	PRR14	58.12	78994	30650717	30656413	protein_coding
17	HROB	50.23	78995	44141906	44162476	protein_coding
7	CYREN	40.03	78996	135092363	135170795	protein_coding
20	GDAP1L1	50.27	78997	44247099	44280947	protein_coding
8	RHPN1-AS1	56.05	78998	143366631	143368548	lncRNA
11	LRFN4	70.38	78999	66856647	66860475	protein_coding
2	CAD	51.18	790	27217369	27243943	protein_coding
1	AUNIP	42.54	79000	25831913	25859458	protein_coding
16	VKORC1	55.01	79001	31090842	31095980	protein_coding
19	TRIR	54.44	79002	12730640	12734684	protein_coding
17	MIS12	44.08	79003	5486285	5490814	protein_coding
10	CUEDC2	52.83	79004	102423245	102432584	protein_coding
1	SCNM1	48.32	79005	151156664	151170296	protein_coding
16	METRN	66.79	79006	715118	719655	protein_coding
16	DBNDD1	59.30	79007	90004871	90019890	protein_coding
16	SLX1B	59.94	79008	29454533	29458219	protein_coding
10	DDX50	40.32	79009	68901286	68946847	protein_coding
3	CAMKV	55.84	79012	49857988	49869935	protein_coding
19	DDA1	56.16	79016	17309518	17323298	protein_coding
7	GGCT	40.54	79017	30496621	30504841	protein_coding
17	GID4	45.86	79018	18039408	18068405	protein_coding
22	CENPM	53.24	79019	41938737	41947152	protein_coding
7	C7orf25	50.54	79020	42909273	42912305	protein_coding
12	TMEM106C	46.67	79022	47963569	47968878	protein_coding
12	NUP37	36.52	79023	102073103	102120120	protein_coding
20	FNDC11	61.91	79025	63547891	63556695	protein_coding
11	AHNAK	50.05	79026	62433542	62556235	protein_coding
7	ZNF655	42.73	79027	99558406	99576453	protein_coding
15	AFG2B	41.46	79029	45402336	45421415	protein_coding
5	ST8SIA4	34.13	7903	100806933	100903282	protein_coding
2	PDCL3	46.62	79031	100562993	100576739	protein_coding
1	ERI3	47.73	79033	44221070	44355260	protein_coding
7	INTS15	53.10	79034	6590021	6608726	protein_coding
12	NABP2	51.22	79035	56222015	56229854	protein_coding
19	KXD1	53.42	79036	18557762	18569387	protein_coding
7	PVRIG	56.74	79037	100218241	100221490	protein_coding
14	ZFYVE21	56.98	79038	103715730	103733668	protein_coding
12	DDX54	54.07	79039	113157173	113185479	protein_coding
19	TMEM38A	49.91	79041	16661139	16690023	protein_coding
HSCHR19LRC_COX1_CTG3_1	TSEN34	55.98	79042	164735	169332	protein_coding
HSCHR19LRC_COX2_CTG3_1	TSEN34	55.29	79042	165233	169508	protein_coding
HSCHR19LRC_LRC_S_CTG3_1	TSEN34	55.29	79042	165233	169508	protein_coding
HSCHR19LRC_LRC_I_CTG3_1	TSEN34	55.29	79042	165233	169508	protein_coding
HSCHR19LRC_LRC_T_CTG3_1	TSEN34	55.29	79042	165233	169508	protein_coding
HSCHR19LRC_LRC_J_CTG3_1	TSEN34	55.29	79042	165233	169508	protein_coding
HSCHR19LRC_PGF2_CTG3_1	TSEN34	55.29	79042	165233	169508	protein_coding
HSCHR19LRC_PGF1_CTG3_1	TSEN34	55.98	79042	164902	169499	protein_coding
HSCHR19_4_CTG3_1	TSEN34	59.78	79042	164903	168699	protein_coding
19	TSEN34	55.95	79042	54189938	54194536	protein_coding
19	KCTD15	56.00	79047	33795933	33815763	protein_coding
9	SECISBP2	42.36	79048	89318500	89359663	protein_coding
5	REEP5	41.56	7905	112876385	112922289	protein_coding
HG2246_HG2248_HG2276_PATCH	NOC4L	63.76	79050	51486	59502	protein_coding
12	NOC4L	63.76	79050	132144457	132152473	protein_coding
11	ALG8	42.08	79053	78095244	78139660	protein_coding
11	PRRG4	39.19	79056	32829927	32858120	protein_coding
17	ASPSCR1	60.76	79058	81976807	82017406	protein_coding
11	TMEM223	52.08	79064	62771629	62792006	protein_coding
2	ATG9A	55.52	79065	219219380	219229717	protein_coding
17	METTL16	44.67	79066	2405562	2511891	protein_coding
16	FTO	40.20	79068	53701692	54158512	protein_coding
13	POGLUT2	41.01	79070	102784281	102799040	protein_coding
4	ELOVL6	39.87	79071	110045846	110199199	protein_coding
5	FASTKD3	37.73	79072	7859159	7869037	protein_coding
11	TMEM109	51.06	79073	60914158	60923443	protein_coding
2	C2orf49	38.20	79074	105337532	105349211	protein_coding
8	DSCC1	41.90	79075	119833976	119855894	protein_coding
16	DCTPP1	53.20	79077	30423615	30430030	protein_coding
1	C1orf50	43.47	79078	42767245	42779491	protein_coding
11	CCDC86	54.70	79080	60842113	60851081	protein_coding
11	LBHD1	52.45	79081	62662817	62672267	protein_coding
2	MLPH	51.32	79083	237485428	237555322	protein_coding
1	WDR77	44.39	79084	111439890	111449256	protein_coding
19	SLC25A23	52.60	79085	6436079	6465203	protein_coding
19	SMIM7	47.85	79086	16630751	16660442	protein_coding
22	ALG12	55.65	79087	49900229	49918438	protein_coding
19	ZNF426	43.51	79088	9523223	9538645	protein_coding
17	TMUB2	52.72	79089	44186970	44191929	protein_coding
19	TRAPPC6A	56.86	79090	45162928	45178237	protein_coding
16	METTL22	49.56	79091	8621683	8649654	protein_coding
17	CARD14	55.06	79092	80169992	80216073	protein_coding
15	CHAC1	57.90	79094	40952962	40956512	protein_coding
9	BBLN	56.78	79095	128160265	128163924	protein_coding
11	UQCC3	52.84	790955	62670273	62673686	protein_coding
11	CSTPP1	41.37	79096	46936689	47164385	protein_coding
11	TRIM48	36.88	79097	55262155	55271114	protein_coding
1	C1orf116	47.45	79098	207018522	207032756	protein_coding
11	TAF1D	41.79	79101	93729948	93784391	protein_coding
11	RNF26	59.18	79102	119334527	119337309	protein_coding
9	MAPKAP1	41.82	79109	125437393	125707234	protein_coding
6	DEK	39.15	7913	18223860	18264548	protein_coding
17	DHX58	55.53	79132	42101404	42112714	protein_coding
20	NDUFAF5	39.86	79133	13785007	13821580	protein_coding
2	TMEM185B	50.29	79134	120217479	120223400	protein_coding
X	APOO	43.27	79135	23833353	23907938	protein_coding
2	RETREG2	53.86	79137	219176225	219185475	protein_coding
8	DERL1	41.15	79139	123013170	123042302	protein_coding
1	CCDC28B	55.01	79140	32200595	32205453	protein_coding
17	PHF23	59.52	79142	7235029	7239722	protein_coding
HSCHR19LRC_COX1_CTG3_1	MBOAT7	54.94	79143	148185	164679	protein_coding
HSCHR19LRC_COX2_CTG3_1	MBOAT7	55.06	79143	148221	164847	protein_coding
HSCHR19LRC_LRC_S_CTG3_1	MBOAT7	55.06	79143	148221	164847	protein_coding
HSCHR19LRC_LRC_T_CTG3_1	MBOAT7	55.06	79143	148221	164847	protein_coding
HSCHR19LRC_LRC_I_CTG3_1	MBOAT7	55.06	79143	148221	164847	protein_coding
HSCHR19LRC_LRC_J_CTG3_1	MBOAT7	55.06	79143	148221	164847	protein_coding
HSCHR19LRC_PGF2_CTG3_1	MBOAT7	55.06	79143	148221	164847	protein_coding
HSCHR19LRC_PGF1_CTG3_1	MBOAT7	55.03	79143	148191	164846	protein_coding
HSCHR19_4_CTG3_1	MBOAT7	55.04	79143	148220	164780	protein_coding
19	MBOAT7	55.03	79143	54173412	54189882	protein_coding
20	PPDPF	70.87	79144	63520765	63522206	protein_coding
8	CHCHD7	41.56	79145	56211686	56218809	protein_coding
19	FKRP	51.13	79147	46746046	46776988	protein_coding
HSCHR17_7_CTG4	MMP28	49.19	79148	405	30239	protein_coding
17	MMP28	49.57	79148	35756249	35795707	protein_coding
19	ZSCAN5A	44.09	79149	56219670	56368383	protein_coding
6	ALDH5A1	43.10	7915	24494867	24537207	protein_coding
7	MGC4859	37.16	79150	10449820	10779944	lncRNA
16	FA2H	50.89	79152	74712955	74774831	protein_coding
16	GDPD3	53.57	79153	30104810	30113537	protein_coding
HSCHR17_7_CTG4	DHRS11	54.48	79154	827293	836300	protein_coding
17	DHRS11	54.25	79154	36591879	36600804	protein_coding
4	TNIP2	53.99	79155	2741648	2756342	protein_coding
19	PLEKHF1	56.05	79156	29665459	29675477	protein_coding
17	MFSD11	44.16	79157	76735865	76781449	protein_coding
12	GNPTAB	40.95	79158	101745499	101830959	protein_coding
22	NOL12	54.42	79159	37681673	37693476	protein_coding
HSCHR6_MHC_MANN_CTG1	PRRC2A	53.44	7916	2925761	2942812	protein_coding
HSCHR6_MHC_DBB_CTG1	PRRC2A	53.46	7916	2868484	2885535	protein_coding
HSCHR6_MHC_COX_CTG1	PRRC2A	53.46	7916	3098008	3115058	protein_coding
HSCHR6_MHC_MCF_CTG1	PRRC2A	53.48	7916	2962602	2979651	protein_coding
HSCHR6_MHC_QBL_CTG1	PRRC2A	53.45	7916	2876542	2893589	protein_coding
HSCHR6_MHC_SSTO_CTG1	PRRC2A	53.45	7916	2920002	2937052	protein_coding
6	PRRC2A	53.44	7916	31620715	31637771	protein_coding
7	TMEM243	43.90	79161	87196160	87220587	protein_coding
HSCHR19LRC_COX1_CTG3_1	LENG1	54.89	79165	130471	134593	protein_coding
HSCHR19LRC_COX2_CTG3_1	LENG1	54.92	79165	130494	134559	protein_coding
HSCHR19LRC_LRC_S_CTG3_1	LENG1	54.92	79165	130494	134559	protein_coding
HSCHR19LRC_LRC_T_CTG3_1	LENG1	54.92	79165	130494	134559	protein_coding
HSCHR19LRC_LRC_I_CTG3_1	LENG1	54.92	79165	130494	134559	protein_coding
HSCHR19LRC_LRC_J_CTG3_1	LENG1	54.92	79165	130494	134559	protein_coding
HSCHR19LRC_PGF2_CTG3_1	LENG1	54.92	79165	130494	134559	protein_coding
HSCHR19LRC_PGF1_CTG3_1	LENG1	54.82	79165	130474	134594	protein_coding
HSCHR19_4_CTG3_1	LENG1	54.86	79165	130490	134559	protein_coding
19	LENG1	55.97	79165	54155161	54159721	protein_coding
HSCHR19KIR_0019-4656-A_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_0019-4656-A_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_0010-5217-AB_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_0010-5217-AB_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_502960008-2_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_502960008-2_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_0019-4656-B_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_0019-4656-B_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_7191059-2_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_7191059-2_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_502960008-1_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_502960008-1_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_7191059-1_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_7191059-1_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_CA01-TA01_1_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_CA01-TA01_1_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_CA01-TB01_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_CA01-TB01_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_CA04_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_CA04_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	LILRP2	41.85	79166	155846	160476	transcribed_processed_pseudogene
HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	LILRP2	44.33	79166	155625	161162	lncRNA
HSCHR19KIR_CA01-TA01_2_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_CA01-TA01_2_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_FH06_BA1_HAP_CTG3_1	LILRP2	40.09	79166	26	4330	transcribed_unprocessed_pseudogene
HSCHR19KIR_CA01-TB04_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_CA01-TB04_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_FH13_A_HAP_CTG3_1	LILRP2	41.85	79166	155293	159923	transcribed_processed_pseudogene
HSCHR19KIR_FH13_A_HAP_CTG3_1	LILRP2	44.33	79166	155072	160609	lncRNA
HSCHR19KIR_FH15_A_HAP_CTG3_1	LILRP2	41.85	79166	155682	160312	transcribed_processed_pseudogene
HSCHR19KIR_FH15_A_HAP_CTG3_1	LILRP2	44.33	79166	155461	160998	lncRNA
HSCHR19KIR_FH08_BAX_HAP_CTG3_1	LILRP2	44.33	79166	185697	191234	lncRNA
HSCHR19KIR_FH08_BAX_HAP_CTG3_1	LILRP2	41.85	79166	185918	190548	transcribed_processed_pseudogene
HSCHR19KIR_G085_A_HAP_CTG3_1	LILRP2	41.85	79166	155544	160174	transcribed_processed_pseudogene
HSCHR19KIR_G085_A_HAP_CTG3_1	LILRP2	44.33	79166	155323	160860	lncRNA
HSCHR19KIR_FH13_BA2_HAP_CTG3_1	LILRP2	44.25	79166	200768	206193	transcribed_unprocessed_pseudogene
HSCHR19KIR_FH13_BA2_HAP_CTG3_1	LILRP2	44.25	79166	200768	206193	lncRNA
HSCHR19KIR_G248_A_HAP_CTG3_1	LILRP2	41.85	79166	156172	160802	transcribed_processed_pseudogene
HSCHR19KIR_G248_A_HAP_CTG3_1	LILRP2	44.33	79166	155951	161488	lncRNA
HSCHR19KIR_FH15_B_HAP_CTG3_1	LILRP2	44.33	79166	233731	239268	lncRNA
HSCHR19KIR_FH15_B_HAP_CTG3_1	LILRP2	41.85	79166	233952	238582	transcribed_processed_pseudogene
HSCHR19KIR_GRC212_AB_HAP_CTG3_1	LILRP2	47.74	79166	194952	199966	lncRNA
HSCHR19KIR_G085_BA1_HAP_CTG3_1	LILRP2	41.76	79166	142193	146821	transcribed_processed_pseudogene
HSCHR19KIR_G085_BA1_HAP_CTG3_1	LILRP2	44.16	79166	142085	147507	lncRNA
HSCHR19KIR_HG2396_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_HG2396_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	LILRP2	44.15	79166	140574	145996	lncRNA
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	LILRP2	44.33	79166	169423	174960	lncRNA
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	LILRP2	41.85	79166	169644	174274	transcribed_processed_pseudogene
HSCHR19KIR_HG2394_CTG3_1	LILRP2	41.85	79166	10226	14856	transcribed_processed_pseudogene
HSCHR19KIR_HG2394_CTG3_1	LILRP2	44.33	79166	9540	15077	lncRNA
HSCHR19KIR_RSH_A_HAP_CTG3_1	LILRP2	41.85	79166	155825	160455	transcribed_processed_pseudogene
HSCHR19KIR_RSH_A_HAP_CTG3_1	LILRP2	44.33	79166	155604	161141	lncRNA
HSCHR19KIR_T7526_A_HAP_CTG3_1	LILRP2	41.83	79166	155810	160440	transcribed_processed_pseudogene
HSCHR19KIR_T7526_A_HAP_CTG3_1	LILRP2	44.31	79166	155589	161126	lncRNA
HSCHR19KIR_RP5_B_HAP_CTG3_1	LILRP2	44.33	79166	162305	167842	lncRNA
HSCHR19KIR_RP5_B_HAP_CTG3_1	LILRP2	41.85	79166	162526	167156	transcribed_processed_pseudogene
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	LILRP2	41.85	79166	190339	194969	transcribed_processed_pseudogene
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	LILRP2	44.33	79166	190118	195655	lncRNA
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	LILRP2	44.33	79166	169440	174977	lncRNA
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	LILRP2	41.85	79166	169661	174291	transcribed_processed_pseudogene
HSCHR19LRC_COX1_CTG3_1	LILRP2	45.01	79166	614189	618871	transcribed_unprocessed_pseudogene
HSCHR19LRC_COX1_CTG3_1	LILRP2	46.08	79166	613910	619024	lncRNA
HSCHR19LRC_PGF2_CTG3_1	LILRP2	46.03	79166	434258	439402	lncRNA
HSCHR19LRC_PGF2_CTG3_1	LILRP2	44.96	79166	434537	439249	transcribed_unprocessed_pseudogene
HSCHR19LRC_PGF1_CTG3_1	LILRP2	44.62	79166	612820	617664	transcribed_unprocessed_pseudogene
HSCHR19LRC_PGF1_CTG3_1	LILRP2	45.63	79166	612541	617730	lncRNA
HSCHR19_4_CTG3_1	LILRP2	46.07	79166	690814	696068	lncRNA
HSCHR19_4_CTG3_1	LILRP2	43.73	79166	691500	695848	transcribed_processed_pseudogene
19	LILRP2	41.85	79166	54708602	54713232	transcribed_processed_pseudogene
19	LILRP2	44.33	79166	54707916	54713453	lncRNA
HSCHR19LRC_COX1_CTG3_1	LILRA6	60.57	79168	213259	217539	protein_coding
HSCHR19LRC_PGF2_CTG3_1	LILRA6	59.78	79168	191261	217850	protein_coding
HSCHR19LRC_PGF1_CTG3_1	LILRA6	60.60	79168	213475	217824	protein_coding
HSCHR19_4_CTG3_1	LILRA6	55.60	79168	211580	217825	protein_coding
19	LILRA6	55.43	79168	54236590	54242790	protein_coding
1	C1orf35	60.86	79169	228100726	228105411	protein_coding
HSCHR6_MHC_MANN_CTG1	BAG6	52.35	7917	2944068	2957751	protein_coding
HSCHR6_MHC_COX_CTG1	BAG6	52.38	7917	3116310	3129995	protein_coding
HSCHR6_MHC_DBB_CTG1	BAG6	52.35	7917	2886791	2900476	protein_coding
HSCHR6_MHC_QBL_CTG1	BAG6	52.42	7917	2894841	2908524	protein_coding
HSCHR6_MHC_MCF_CTG1	BAG6	52.41	7917	2980907	2994577	protein_coding
HSCHR6_MHC_SSTO_CTG1	BAG6	52.42	7917	2938304	2951983	protein_coding
6	BAG6	52.36	7917	31639028	31652705	protein_coding
17	PRR15L	52.00	79170	47951967	47957883	protein_coding
19	RBM42	53.79	79171	35629030	35637686	protein_coding
2	CENPO	43.93	79172	24793136	24822376	protein_coding
HG109_PATCH	BRME1	52.62	79173	94189	118293	protein_coding
19	BRME1	52.62	79173	13882348	13906452	protein_coding
22	CRELD2	59.36	79174	49918167	49927540	protein_coding
20	ZNF343	43.04	79175	2481817	2524702	protein_coding
10	FBXL15	61.93	79176	102419189	102423136	protein_coding
19	ZNF576	50.29	79177	43596392	43601157	protein_coding
14	THTPA	54.20	79178	23555988	23560271	protein_coding
HSCHR6_MHC_MANN_CTG1	GPANK1	53.99	7918	2966276	2971330	protein_coding
HSCHR6_MHC_DBB_CTG1	GPANK1	54.00	7918	2909000	2914055	protein_coding
HSCHR6_MHC_COX_CTG1	GPANK1	53.92	7918	3138519	3143574	protein_coding
HSCHR6_MHC_QBL_CTG1	GPANK1	53.92	7918	2917047	2922107	protein_coding
HSCHR6_MHC_MCF_CTG1	GPANK1	54.01	7918	3003101	3008155	protein_coding
HSCHR6_MHC_SSTO_CTG1	GPANK1	53.91	7918	2960506	2965567	protein_coding
6	GPANK1	53.98	7918	31661228	31666283	protein_coding
1	EFHD2	56.77	79180	15409888	15430339	protein_coding
20	TTPAL	46.57	79183	44475874	44494603	protein_coding
X	BRCC3	37.75	79184	155071420	155123077	protein_coding
19	FSD1	54.72	79187	4304598	4323843	protein_coding
3	TMEM43	52.71	79188	14125015	14143680	protein_coding
HSCHR6_MHC_MANN_CTG1	DDX39B	47.31	7919	2835292	2851631	protein_coding
HSCHR6_MHC_COX_CTG1	DDX39B	47.33	7919	3007552	3023908	protein_coding
HSCHR6_MHC_DBB_CTG1	DDX39B	47.35	7919	2777992	2794348	protein_coding
HSCHR6_MHC_APD_CTG1	DDX39B	46.65	7919	2862768	2871733	protein_coding
HSCHR6_MHC_MCF_CTG1	DDX39B	47.30	7919	2872162	2888517	protein_coding
